Country,Region,Cluster,State,Branch Code,Branch Name,Sales Head,Employee ID,Employee Name,Designation,Month,Product Category,Product Subcategory,Product,Target Units,Actual Units,Target Sales Value (INR),Actual Sales Value (INR),Achievement %,Leads Generated,Conversions,Conversion Rate %,Customer Calls,Customer Meetings,Average Ticket Size (INR),Estimated Revenue (INR),Estimated Incentive (INR),Quality Score %,Attrition Flag,Variance to Target (INR),Sales per Call (INR),Sales per Meeting (INR),Lead-to-Conversion %,Target Status
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0025,Employee 025,Sales Officer,Mar-2026,Cards,Cards,Credit Card,17,15,"867,845.57","780,017.31",89.88,45,11,24.44,144,17,"52,001.15","93,602.08","5,973.58",85.15,No,"-87,828.26","5,416.79","45,883.37",0.24,Below Target
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0025,Employee 025,Sales Officer,Apr-2026,Loans,Retail Lending,Home Loan,4,4,"8,222,159.05","8,975,118.95",109.16,12,1,8.33,151,49,"2,243,779.74","718,009.52","57,769.77",97.81,No,"752,959.90","59,437.87","183,165.69",0.08,Achieved
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0025,Employee 025,Sales Officer,May-2026,Cards,Cards,Credit Card,19,17,"852,082.55","701,138.93",82.29,85,23,27.06,151,28,"41,243.47","84,136.67","8,290.54",84.85,No,"-150,943.62","4,643.30","25,040.68",0.27,Below Target
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0025,Employee 025,Sales Officer,Jun-2026,Insurance,Insurance,General Insurance,9,7,"464,360.08","353,063.42",76.03,42,12,28.57,121,17,"50,437.63","49,428.88","4,802.90",100.00,No,"-111,296.66","2,917.88","20,768.44",0.29,Below Target
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0026,Employee 026,Relationship Manager,Jan-2026,CASA,Accounts,Current Account,11,12,"2,358,862.10","2,661,560.06",112.83,48,8,16.67,132,20,"221,796.67","266,156.01","10,651.55",88.38,No,"302,697.96","20,163.33","133,078.00",0.17,Achieved
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0026,Employee 026,Relationship Manager,Feb-2026,CASA,Accounts,Current Account,10,7,"2,710,571.19","2,039,090.89",75.23,28,6,21.43,119,45,"291,298.70","203,909.09","16,659.80",90.92,Yes,"-671,480.29","17,135.22","45,313.13",0.21,Below Target
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0026,Employee 026,Relationship Manager,Mar-2026,Loans,Retail Lending,Personal Loan,9,7,"4,758,684.38","4,007,493.02",84.21,42,14,33.33,86,43,"572,499.00","440,824.23","34,134.67",93.98,No,"-751,191.35","46,598.76","93,197.51",0.33,Below Target
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0026,Employee 026,Relationship Manager,Apr-2026,Cards,Cards,Debit Card,29,35,"366,177.96","433,453.87",118.37,175,37,21.14,83,21,"12,384.40","17,338.15","1,456.70",92.71,No,"67,275.91","5,222.34","20,640.66",0.21,Achieved
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0026,Employee 026,Relationship Manager,May-2026,Cards,Cards,Debit Card,25,21,"324,780.39","292,441.15",90.04,84,13,15.48,74,15,"13,925.77","11,697.65",694.96,69.86,No,"-32,339.24","3,951.91","19,496.08",0.15,Below Target
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0026,Employee 026,Relationship Manager,Jun-2026,Loans,Retail Lending,Auto Loan,5,4,"1,670,123.26","1,618,823.95",96.93,24,3,12.50,95,18,"404,705.99","145,694.16","13,386.32",84.95,No,"-51,299.31","17,040.25","89,934.66",0.12,Below Target
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0027,Employee 027,Relationship Manager,Jan-2026,Loans,Retail Lending,Personal Loan,9,5,"4,884,772.33","3,461,088.73",70.85,15,2,13.33,78,15,"692,217.75","380,719.76","33,706.27",76.71,No,"-1,423,683.60","44,372.93","230,739.25",0.13,Below Target
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0027,Employee 027,Relationship Manager,Feb-2026,CASA,Accounts,Savings Account,36,35,"1,257,367.41","1,326,764.78",105.52,210,36,17.14,86,37,"37,907.57","106,141.18","7,547.11",94.45,No,"69,397.37","15,427.50","35,858.51",0.17,Achieved
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0027,Employee 027,Relationship Manager,Mar-2026,Investments,Investments,Mutual Fund,6,9,"1,575,787.69","2,471,447.49",156.84,27,8,29.63,168,38,"274,605.28","247,144.75","10,413.26",88.96,No,"895,659.80","14,711.00","65,038.09",0.30,Achieved
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0027,Employee 027,Relationship Manager,Apr-2026,Insurance,Insurance,Life Insurance,6,3,"757,677.24","518,723.43",68.46,18,3,16.67,127,19,"172,907.81","93,370.22","6,813.87",81.20,No,"-238,953.81","4,084.44","27,301.23",0.17,Below Target
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0027,Employee 027,Relationship Manager,May-2026,Insurance,Insurance,Life Insurance,7,8,"675,207.32","793,700.74",117.55,24,4,16.67,137,28,"99,212.59","142,866.13","6,308.29",82.70,Yes,"118,493.41","5,793.44","28,346.45",0.17,Achieved
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0027,Employee 027,Relationship Manager,Jun-2026,Cards,Cards,Debit Card,34,28,"360,697.57","307,658.05",85.30,140,33,23.57,101,48,"10,987.79","12,306.32",586.84,94.49,No,"-53,039.51","3,046.12","6,409.54",0.24,Below Target
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0028,Employee 028,Senior Sales Officer,Jan-2026,Cards,Cards,Debit Card,30,28,"338,308.54","296,735.34",87.71,168,29,17.26,154,46,"10,597.69","11,869.41",828.04,82.55,No,"-41,573.20","1,926.85","6,450.77",0.17,Below Target
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0028,Employee 028,Senior Sales Officer,Feb-2026,Loans,Retail Lending,Auto Loan,6,7,"1,766,326.88","2,326,124.34",131.69,28,7,25.00,90,22,"332,303.48","209,351.19","17,772.14",83.92,No,"559,797.45","25,845.83","105,732.92",0.25,Achieved
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0028,Employee 028,Senior Sales Officer,Mar-2026,Cards,Cards,Debit Card,30,22,"400,890.32","322,740.43",80.51,66,18,27.27,71,43,"14,670.02","12,909.62","1,047.20",91.52,No,"-78,149.89","4,545.64","7,505.59",0.27,Below Target
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0028,Employee 028,Senior Sales Officer,Apr-2026,CASA,Accounts,Current Account,13,13,"2,674,601.16","2,717,746.54",101.61,39,11,28.21,72,33,"209,057.43","271,774.65","13,342.55",77.56,No,"43,145.38","37,746.48","82,355.96",0.28,Achieved
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0028,Employee 028,Senior Sales Officer,May-2026,Investments,Investments,Mutual Fund,7,9,"1,779,241.04","2,122,034.00",119.27,27,7,25.93,72,15,"235,781.56","212,203.40","12,026.44",92.71,No,"342,792.97","29,472.69","141,468.93",0.26,Achieved
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0028,Employee 028,Senior Sales Officer,Jun-2026,Investments,Investments,Fixed Deposit,16,10,"3,283,606.55","2,272,831.31",69.22,40,8,20.00,82,23,"227,283.13","159,098.19","11,654.51",95.55,No,"-1,010,775.24","27,717.45","98,818.75",0.20,Below Target
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0029,Employee 029,Relationship Manager,Jan-2026,Cards,Cards,Credit Card,18,21,"969,191.46","1,249,562.12",128.93,84,27,32.14,170,18,"59,502.96","149,947.45","9,465.07",93.58,No,"280,370.66","7,350.37","69,420.12",0.32,Achieved
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0029,Employee 029,Relationship Manager,Feb-2026,Investments,Investments,Fixed Deposit,14,14,"2,921,359.66","3,206,170.11",109.75,42,5,11.90,115,18,"229,012.15","224,431.91","11,418.91",94.53,No,"284,810.46","27,879.74","178,120.56",0.12,Achieved
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0029,Employee 029,Relationship Manager,Mar-2026,CASA,Accounts,Savings Account,36,31,"1,043,347.29","913,789.89",87.58,155,43,27.74,93,48,"29,477.09","73,103.19","5,553.07",100.00,No,"-129,557.40","9,825.70","19,037.29",0.28,Below Target
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0029,Employee 029,Relationship Manager,Apr-2026,Investments,Investments,Mutual Fund,6,5,"1,561,617.50","1,507,187.85",96.51,20,6,30.00,100,33,"301,437.57","150,718.78","10,009.53",97.19,No,"-54,429.65","15,071.88","45,672.36",0.30,Below Target
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0029,Employee 029,Relationship Manager,May-2026,Cards,Cards,Debit Card,28,21,"304,066.93","251,657.40",82.76,105,36,34.29,114,47,"11,983.69","10,066.30",657.08,93.48,No,"-52,409.54","2,207.52","5,354.41",0.34,Below Target
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0029,Employee 029,Relationship Manager,Jun-2026,Investments,Investments,Recurring Deposit,20,24,"637,616.64","783,260.82",122.84,96,18,18.75,146,44,"32,635.87","46,995.65","4,224.99",94.13,No,"145,644.18","5,364.80","17,801.38",0.19,Achieved
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0030,Employee 030,Sales Officer,Jan-2026,Loans,Retail Lending,Personal Loan,11,13,"4,076,236.91","5,439,333.11",133.44,52,17,32.69,169,20,"418,410.24","598,326.64","46,591.84",86.64,No,"1,363,096.19","32,185.40","271,966.66",0.33,Achieved
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0030,Employee 030,Sales Officer,Feb-2026,Cards,Cards,Debit Card,32,9,"377,878.85","99,355.51",26.29,54,8,14.81,126,45,"11,039.50","3,974.22",378.97,86.87,No,"-278,523.35",788.54,"2,207.90",0.15,Below Target
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0030,Employee 030,Sales Officer,Mar-2026,Loans,Retail Lending,Auto Loan,5,3,"1,795,002.20","1,288,887.45",71.80,18,3,16.67,164,39,"429,629.15","115,999.87","10,045.89",81.75,No,"-506,114.75","7,859.07","33,048.40",0.17,Below Target
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0030,Employee 030,Sales Officer,Apr-2026,Loans,Retail Lending,Home Loan,3,1,"9,519,575.03","3,391,494.85",35.63,6,1,16.67,157,29,"3,391,494.85","271,319.59","25,213.22",94.19,No,"-6,128,080.18","21,601.88","116,948.10",0.17,Below Target
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0030,Employee 030,Sales Officer,May-2026,Investments,Investments,Fixed Deposit,16,9,"3,433,167.38","1,990,176.90",57.97,45,12,26.67,106,38,"221,130.77","139,312.38","8,399.95",84.30,No,"-1,442,990.48","18,775.25","52,373.08",0.27,Below Target
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0030,Employee 030,Sales Officer,Jun-2026,Loans,Retail Lending,Auto Loan,5,2,"1,432,598.48","807,216.09",56.35,8,1,12.50,155,47,"403,608.05","72,649.45","5,187.42",96.15,No,"-625,382.38","5,207.85","17,174.81",0.12,Below Target
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0031,Employee 031,Senior Sales Officer,Jan-2026,Investments,Investments,Fixed Deposit,15,20,"3,101,610.14","3,986,088.79",128.52,80,18,22.50,154,19,"199,304.44","279,026.22","26,993.52",89.47,No,"884,478.65","25,883.69","209,794.15",0.22,Achieved
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0031,Employee 031,Senior Sales Officer,Feb-2026,CASA,Accounts,Current Account,11,15,"2,715,227.60","3,526,732.08",129.89,75,16,21.33,133,46,"235,115.47","352,673.21","19,579.45",86.17,No,"811,504.47","26,516.78","76,668.09",0.21,Achieved
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0031,Employee 031,Senior Sales Officer,Mar-2026,Loans,Retail Lending,Home Loan,3,3,"9,463,466.70","10,494,152.93",110.89,18,3,16.67,174,42,"3,498,050.98","839,532.23","72,469.05",99.37,No,"1,030,686.23","60,311.22","249,860.78",0.17,Achieved
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0031,Employee 031,Senior Sales Officer,Apr-2026,Insurance,Insurance,General Insurance,9,8,"435,248.33","430,263.42",98.85,40,10,25.00,158,33,"53,782.93","60,236.88","4,003.60",83.12,No,"-4,984.91","2,723.19","13,038.29",0.25,Below Target
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0031,Employee 031,Senior Sales Officer,May-2026,Investments,Investments,Mutual Fund,8,4,"1,841,900.42","1,025,763.38",55.69,20,5,25.00,84,32,"256,440.85","102,576.34","5,075.20",89.40,No,"-816,137.03","12,211.47","32,055.11",0.25,Below Target
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0031,Employee 031,Senior Sales Officer,Jun-2026,Investments,Investments,Mutual Fund,7,7,"2,014,480.62","2,059,801.29",102.25,28,4,14.29,70,22,"294,257.33","205,980.13","19,287.85",80.17,No,"45,320.67","29,425.73","93,627.33",0.14,Achieved
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0032,Employee 032,Sales Officer,Jan-2026,Loans,Retail Lending,Home Loan,4,3,"8,462,665.41","6,142,833.84",72.59,12,3,25.00,73,42,"2,047,611.28","491,426.71","45,661.24",96.00,No,"-2,319,831.57","84,148.41","146,257.95",0.25,Below Target
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0032,Employee 032,Sales Officer,Feb-2026,Cards,Cards,Debit Card,26,28,"300,583.24","351,189.21",116.84,112,15,13.39,74,49,"12,542.47","14,047.57",719.86,82.59,No,"50,605.97","4,745.80","7,167.13",0.13,Achieved
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0032,Employee 032,Sales Officer,Mar-2026,Loans,Retail Lending,Home Loan,3,3,"7,873,521.05","8,955,699.68",113.74,18,3,16.67,159,35,"2,985,233.23","716,455.97","33,513.37",93.12,No,"1,082,178.63","56,325.16","255,877.13",0.17,Achieved
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0032,Employee 032,Sales Officer,Apr-2026,CASA,Accounts,Savings Account,33,28,"1,182,126.35","1,065,581.92",90.14,84,18,21.43,91,31,"38,056.50","85,246.55","7,713.69",85.13,No,"-116,544.43","11,709.69","34,373.61",0.21,Below Target
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0032,Employee 032,Sales Officer,May-2026,Investments,Investments,Recurring Deposit,18,13,"663,271.84","532,554.73",80.29,78,21,26.92,139,23,"40,965.75","31,953.28","2,534.44",90.27,Yes,"-130,717.11","3,831.33","23,154.55",0.27,Below Target
India,North,Punjab Cluster,Chandigarh,CH001,Chandigarh Sector 17,Neha Kapoor,EMP0032,Employee 032,Sales Officer,Jun-2026,Cards,Cards,Debit Card,31,37,"351,328.75","411,196.87",117.04,185,25,13.51,126,28,"11,113.43","16,447.87","1,549.66",78.58,No,"59,868.12","3,263.47","14,685.60",0.14,Achieved
India,North,Punjab Cluster,Punjab,PB001,Ludhiana Main,Vikas Arora,EMP0033,Employee 033,Relationship Manager,Jan-2026,Investments,Investments,Mutual Fund,8,5,"1,892,195.45","1,334,759.74",70.54,25,5,20.00,115,28,"266,951.95","133,475.97","12,262.95",93.84,No,"-557,435.71","11,606.61","47,669.99",0.20,Below Target
India,North,Punjab Cluster,Punjab,PB001,Ludhiana Main,Vikas Arora,EMP0033,Employee 033,Relationship Manager,Feb-2026,Loans,Retail Lending,Personal Loan,9,11,"3,849,300.12","5,027,369.21",130.60,44,14,31.82,156,36,"457,033.56","553,010.61","50,600.75",85.36,No,"1,178,069.09","32,226.73","139,649.14",0.32,Achieved
India,North,Punjab Cluster,Punjab,PB001,Ludhiana Main,Vikas Arora,EMP0033,Employee 033,Relationship Manager,Mar-2026,Loans,Retail Lending,Personal Loan,11,12,"5,150,428.24","5,988,752.01",116.28,36,6,16.67,88,28,"499,062.67","658,762.72","34,984.64",94.19,No,"838,323.77","68,054.00","213,884.00",0.17,Achieved
India,North,Punjab Cluster,Punjab,PB001,Ludhiana Main,Vikas Arora,EMP0033,Employee 033,Relationship Manager,Apr-2026,Loans,Retail Lending,Home Loan,3,2,"8,420,358.31","7,633,956.46",90.66,10,1,10.00,174,28,"3,816,978.23","610,716.52","51,661.48",85.55,No,"-786,401.86","43,873.31","272,641.30",0.10,Below Target
India,North,Punjab Cluster,Punjab,PB001,Ludhiana Main,Vikas Arora,EMP0033,Employee 033,Relationship Manager,May-2026,Loans,Retail Lending,Home Loan,4,2,"8,821,749.24","6,218,109.33",70.49,8,2,25.00,99,26,"3,109,054.67","497,448.75","37,292.94",79.09,Yes,"-2,603,639.90","62,809.19","239,158.05",0.25,Below Target
India,North,Punjab Cluster,Punjab,PB001,Ludhiana Main,Vikas Arora,EMP0033,Employee 033,Relationship Manager,Jun-2026,CASA,Accounts,Current Account,11,16,"2,290,168.98","3,347,687.66",146.18,48,6,12.50,130,23,"209,230.48","334,768.77","26,832.39",94.02,No,"1,057,518.69","25,751.44","145,551.64",0.12,Achieved
India,North,Punjab Cluster,Punjab,PB001,Ludhiana Main,Vikas Arora,EMP0034,Employee 034,Senior Sales Officer,Jan-2026,CASA,Accounts,Savings Account,33,23,"1,079,336.88","725,816.38",67.25,69,18,26.09,89,43,"31,557.23","58,065.31","4,550.95",87.23,No,"-353,520.51","8,155.24","16,879.45",0.26,Below Target
India,North,Punjab Cluster,Punjab,PB001,Ludhiana Main,Vikas Arora,EMP0034,Employee 034,Senior Sales Officer,Feb-2026,Investments,Investments,Mutual Fund,7,6,"1,882,201.10","1,925,581.41",102.30,24,5,20.83,174,15,"320,930.24","192,558.14","10,809.74",82.10,No,"43,380.31","11,066.56","128,372.09",0.21,Achieved
India,North,Punjab Cluster,Punjab,PB001,Ludhiana Main,Vikas Arora,EMP0034,Employee 034,Senior Sales Officer,Mar-2026,Cards,Cards,Credit Card,17,13,"777,325.16","587,464.07",75.58,78,17,21.79,126,43,"45,189.54","70,495.69","4,820.37",78.76,No,"-189,861.09","4,662.41","13,661.96",0.22,Below Target
India,North,Punjab Cluster,Punjab,PB001,Ludhiana Main,Vikas Arora,EMP0034,Employee 034,Senior Sales Officer,Apr-2026,Loans,Retail Lending,Personal Loan,10,6,"4,549,960.11","3,303,429.95",72.60,18,3,16.67,112,34,"550,571.66","363,377.29","16,890.34",69.58,No,"-1,246,530.16","29,494.91","97,159.70",0.17,Below Target
India,North,Punjab Cluster,Punjab,PB001,Ludhiana Main,Vikas Arora,EMP0034,Employee 034,Senior Sales Officer,May-2026,Loans,Retail Lending,Auto Loan,5,3,"1,381,306.13","841,218.53",60.90,18,2,11.11,110,31,"280,406.18","75,709.67","3,545.51",85.78,No,"-540,087.60","7,647.44","27,136.08",0.11,Below Target
India,North,Punjab Cluster,Punjab,PB001,Ludhiana Main,Vikas Arora,EMP0034,Employee 034,Senior Sales Officer,Jun-2026,Cards,Cards,Debit Card,31,27,"302,209.62","266,620.93",88.22,135,24,17.78,70,33,"9,874.85","10,664.84",689.60,88.49,Yes,"-35,588.69","3,808.87","8,079.42",0.18,Below Target
India,North,Punjab Cluster,Punjab,PB001,Ludhiana Main,Vikas Arora,EMP0035,Employee 035,Relationship Manager,Jan-2026,Investments,Investments,Mutual Fund,8,5,"2,045,177.89","1,495,984.59",73.15,15,3,20.00,156,44,"299,196.92","149,598.46","8,296.20",95.20,No,"-549,193.30","9,589.64","33,999.65",0.20,Below Target
India,North,Punjab Cluster,Punjab,PB001,Ludhiana Main,Vikas Arora,EMP0035,Employee 035,Relationship Manager,Feb-2026,Loans,Retail Lending,Home Loan,3,2,"8,388,403.10","6,722,264.09",80.14,10,2,20.00,109,34,"3,361,132.04","537,781.13","50,561.79",90.40,No,"-1,666,139.01","61,672.15","197,713.65",0.20,Below Target
India,North,Punjab Cluster,Punjab,PB001,Ludhiana Main,Vikas Arora,EMP0035,Employee 035,Relationship Manager,Mar-2026,Loans,Retail Lending,Personal Loan,10,11,"4,741,204.44","5,200,298.57",109.68,55,14,25.45,83,32,"472,754.42","572,032.84","27,647.65",86.82,No,"459,094.13","62,654.20","162,509.33",0.25,Achieved
India,North,Punjab Cluster,Punjab,PB001,Ludhiana Main,Vikas Arora,EMP0035,Employee 035,Relationship Manager,Apr-2026,Cards,Cards,Debit Card,26,28,"392,257.60","392,415.48",100.04,168,58,34.52,71,31,"14,014.84","15,696.62","1,282.30",92.46,No,157.88,"5,526.98","12,658.56",0.35,Achieved
India,North,Punjab Cluster,Punjab,PB001,Ludhiana Main,Vikas Arora,EMP0035,Employee 035,Relationship Manager,May-2026,Investments,Investments,Recurring Deposit,15,25,"620,830.69","1,048,650.39",168.91,125,28,22.40,93,42,"41,946.02","62,919.02","3,979.22",84.60,No,"427,819.70","11,275.81","24,967.87",0.22,Achieved
India,North,Punjab Cluster,Punjab,PB001,Ludhiana Main,Vikas Arora,EMP0035,Employee 035,Relationship Manager,Jun-2026,Loans,Retail Lending,Home Loan,3,2,"9,236,912.16","6,411,086.50",69.41,8,1,12.50,136,42,"3,205,543.25","512,886.92","38,341.36",94.43,No,"-2,825,825.65","47,140.34","152,644.92",0.12,Below Target
India,North,Punjab Cluster,Punjab,PB001,Ludhiana Main,Vikas Arora,EMP0036,Employee 036,Sales Officer,Jan-2026,Investments,Investments,Recurring Deposit,18,9,"743,173.03","417,272.51",56.15,45,10,22.22,97,21,"46,363.61","25,036.35","1,215.66",96.20,No,"-325,900.52","4,301.78","19,870.12",0.22,Below Target
India,North,Punjab Cluster,Punjab,PB001,Ludhiana Main,Vikas Arora,EMP0036,Employee 036,Sales Officer,Feb-2026,CASA,Accounts,Savings Account,35,33,"1,156,407.70","1,002,068.34",86.65,165,22,13.33,80,19,"30,365.71","80,165.47","5,761.10",91.01,No,"-154,339.36","12,525.85","52,740.44",0.13,Below Target
India,North,Punjab Cluster,Punjab,PB001,Ludhiana Main,Vikas Arora,EMP0036,Employee 036,Sales Officer,Mar-2026,Insurance,Insurance,Life Insurance,7,6,"624,516.12","618,605.41",99.05,36,12,33.33,136,25,"103,100.90","111,348.97","5,361.16",89.96,No,"-5,910.72","4,548.57","24,744.22",0.33,Below Target
India,North,Punjab Cluster,Punjab,PB001,Ludhiana Main,Vikas Arora,EMP0036,Employee 036,Sales Officer,Apr-2026,Cards,Cards,Credit Card,17,16,"849,565.69","760,277.64",89.49,48,8,16.67,170,49,"47,517.35","91,233.32","8,512.45",93.15,No,"-89,288.05","4,472.22","15,515.87",0.17,Below Target
India,North,Punjab Cluster,Punjab,PB001,Ludhiana Main,Vikas Arora,EMP0036,Employee 036,Sales Officer,May-2026,Investments,Investments,Mutual Fund,8,6,"1,611,855.52","1,145,856.51",71.09,36,7,19.44,137,19,"190,976.08","114,585.65","5,643.19",88.66,No,"-465,999.01","8,363.92","60,308.24",0.19,Below Target
India,North,Punjab Cluster,Punjab,PB001,Ludhiana Main,Vikas Arora,EMP0036,Employee 036,Sales Officer,Jun-2026,CASA,Accounts,Current Account,13,11,"2,392,139.24","2,219,586.32",92.79,33,5,15.15,154,35,"201,780.57","221,958.63","21,748.63",83.26,No,"-172,552.92","14,412.90","63,416.75",0.15,Below Target
India,North,Punjab Cluster,Punjab,PB001,Ludhiana Main,Vikas Arora,EMP0037,Employee 037,Sales Officer,Jan-2026,Investments,Investments,Mutual Fund,7,7,"1,952,489.70","2,209,867.73",113.18,28,7,25.00,93,33,"315,695.39","220,986.77","11,508.71",85.49,No,"257,378.03","23,762.02","66,965.69",0.25,Achieved
India,North,Punjab Cluster,Punjab,PB001,Ludhiana Main,Vikas Arora,EMP0037,Employee 037,Sales Officer,Feb-2026,Investments,Investments,Mutual Fund,8,8,"1,601,481.08","1,816,855.55",113.45,32,9,28.12,114,26,"227,106.94","181,685.55","7,681.46",93.33,No,"215,374.46","15,937.33","69,879.06",0.28,Achieved
India,North,Punjab Cluster,Punjab,PB001,Ludhiana Main,Vikas Arora,EMP0037,Employee 037,Sales Officer,Mar-2026,Cards,Cards,Debit Card,27,28,"389,594.51","452,734.28",116.21,84,28,33.33,95,46,"16,169.08","18,109.37","1,258.89",85.60,No,"63,139.77","4,765.62","9,842.05",0.33,Achieved
India,North,Punjab Cluster,Punjab,PB001,Ludhiana Main,Vikas Arora,EMP0037,Employee 037,Sales Officer,Apr-2026,Loans,Retail Lending,Home Loan,4,3,"8,210,678.29","6,365,832.40",77.53,9,1,11.11,150,28,"2,121,944.13","509,266.59","34,303.56",83.42,No,"-1,844,845.90","42,438.88","227,351.16",0.11,Below Target
India,North,Punjab Cluster,Punjab,PB001,Ludhiana Main,Vikas Arora,EMP0037,Employee 037,Sales Officer,May-2026,Loans,Retail Lending,Home Loan,4,3,"7,376,652.50","6,466,522.12",87.66,9,2,22.22,165,22,"2,155,507.37","517,321.77","22,631.51",97.73,No,"-910,130.38","39,191.04","293,932.82",0.22,Below Target
India,North,Punjab Cluster,Punjab,PB001,Ludhiana Main,Vikas Arora,EMP0037,Employee 037,Sales Officer,Jun-2026,Investments,Investments,Recurring Deposit,19,22,"790,144.05","845,312.22",106.98,110,30,27.27,111,35,"38,423.28","50,718.73","3,120.37",81.96,No,"55,168.17","7,615.43","24,151.78",0.27,Achieved
India,North,Punjab Cluster,Punjab,PB001,Ludhiana Main,Vikas Arora,EMP0038,Employee 038,Sales Officer,Jan-2026,Insurance,Insurance,Life Insurance,8,10,"637,136.71","953,442.79",149.64,60,11,18.33,76,17,"95,344.28","171,619.70","14,462.76",88.99,No,"316,306.07","12,545.30","56,084.87",0.18,Achieved
India,North,Punjab Cluster,Punjab,PB001,Ludhiana Main,Vikas Arora,EMP0038,Employee 038,Sales Officer,Feb-2026,CASA,Accounts,Savings Account,37,38,"1,057,585.49","1,083,025.49",102.41,152,20,13.16,73,44,"28,500.67","86,642.04","3,593.04",89.02,No,"25,440.01","14,835.97","24,614.22",0.13,Achieved
